"Aoryzae";"cluster"
"AO090026000667";"cluster_2193"
"AO090138000160";"cluster_2203"
"AO090011000036";"cluster_2203"
"AO090102000148";"cluster_2205"
"AO090102000149";"cluster_2205"
"AO090001000681";"cluster_2194"
"AO090003000423";"cluster_2204"
"AO090001000094";"cluster_2204"
"AO090003001156";"cluster_2209"
"AO090023000239";"cluster_2207"
"AO090023000238";"cluster_2207"
"AO090005000885";"cluster_1727"
"AO090026000130";"cluster_2212"
"AO090012000966";"cluster_2212"
"AO090005000559";"cluster_2212"
"AO090012000964";"cluster_2212"
"AO090003000668";"cluster_2217"
"AO090009000191";"cluster_2129"
"AO090023000950";"cluster_1940"
"AO090206000027";"cluster_2218"
"AO090206000026";"cluster_2218"
"AO090138000063";"cluster_2220"
"AO090012000873";"cluster_2103"
"AO090001000153";"cluster_2219"
"AO090023000299";"cluster_2219"
"AO090003001023";"cluster_2177"
"AO090023000813";"cluster_2223"
"AO090009000086";"cluster_2224"
"AO090012000840";"cluster_2126"
"AO090005000722";"cluster_2132"
"AO090138000086";"cluster_606"
"AO090701000153";"cluster_2233"
"AO090003001292";"cluster_2197"
"AO090026000556";"cluster_2008"
"AO090011000011";"cluster_2238"
"AO090003000135";"cluster_2227"
"AO090701000067";"cluster_2240"
"AO090012000306";"cluster_2237"
"AO090026000370";"cluster_2241"
"AO090001000604";"cluster_2230"
"AO090023000822";"cluster_2243"
"AO090020000717";"cluster_2179"
"AO090113000006";"cluster_2245"
"AO090003001346";"cluster_2157"
"AO090166000090";"cluster_2181"
"AO090102000121";"cluster_2248"
"AO090102000122";"cluster_2248"
"AO090012000690";"cluster_2123"
"AO090011000402";"cluster_2251"
"AO090038000540";"cluster_2251"
"AO090001000550";"cluster_2252"
"AO090011000771";"cluster_2254"
"AO090012000923";"cluster_2200"
"AO090001000708";"cluster_1848"
"AO090005001559";"cluster_2255"
"AO090009000606";"cluster_2256"
"AO090001000350";"cluster_2258"
"AO090005000441";"cluster_2167"
"AO090003000667";"cluster_2253"
"AO090003000855";"cluster_2266"
"AO090102000026";"cluster_2272"
"AO090113000144";"cluster_2267"
"AO090010000353";"cluster_2267"
"AO090120000182";"cluster_2263"
"AO090011000209";"cluster_2171"
"AO090012000175";"cluster_2274"
"AO090003000695";"cluster_2257"
"AO090001000697";"cluster_2277"
"AO090001000696";"cluster_2277"
"AO090003000103";"cluster_2279"
"AO090701000057";"cluster_2273"
"AO090023000633";"cluster_2162"
"AO090701000141";"cluster_2231"
"AO090120000321";"cluster_2287"
"AO090701000454";"cluster_2288"
"AO090026000604";"cluster_2290"
"AO090011000579";"cluster_2291"
"AO090011000734";"cluster_2296"
"AO090102000107";"cluster_2297"
"AO090001000295";"cluster_2268"
"AO090020000391";"cluster_2235"
"AO090038000425";"cluster_1645"
"AO090038000223";"cluster_1645"
"AO090011000497";"cluster_2134"
"AO090003000980";"cluster_2308"
"AO090005000718";"cluster_2307"
"AO090001000443";"cluster_2310"
"AO090023000808";"cluster_2314"
"AO090005000475";"cluster_2239"
"AO090005001400";"cluster_2316"
"AO090005001203";"cluster_2315"
"AO090012000326";"cluster_2321"
"AO090012000324";"cluster_2321"
"AO090001000105";"cluster_2322"
"AO090701000066";"cluster_2323"
"AO090020000192";"cluster_2334"
"AO090701000078";"cluster_2337"
"AO090011000648";"cluster_2337"
"AO090005000578";"cluster_2281"
"AO090012000230";"cluster_2215"
"AO090012000711";"cluster_2338"
"AO090001000464";"cluster_2341"
"AO090001000463";"cluster_2341"
"AO090005001308";"cluster_2342"
"AO090005001307";"cluster_2342"
"AO090005001309";"cluster_2342"
"AO090102000288";"cluster_2192"
"AO090003000188";"cluster_2249"
"AO090005001582";"cluster_2349"
"AO090005001583";"cluster_2349"
"AO090011000681";"cluster_2014"
"AO090120000058";"cluster_2190"
"AO090038000337";"cluster_2190"
"AO090005000167";"cluster_2190"
"AO090103000376";"cluster_2190"
"AO090026000611";"cluster_2352"
"AO090120000433";"cluster_2271"
"AO090012000681";"cluster_2355"
"AO090012000682";"cluster_2355"
"AO090113000181";"cluster_2362"
"AO090701000135";"cluster_2361"
"AO090701000134";"cluster_2361"
"AO090701000136";"cluster_2361"
"AO090103000033";"cluster_2305"
"AO090701000356";"cluster_2364"
"AO090701000814";"cluster_2366"
"AO090701000815";"cluster_2366"
"AO090023000168";"cluster_2320"
"AO090005000826";"cluster_2365"
"AO090012000280";"cluster_2365"
"AO090020000536";"cluster_2369"
"AO090020000535";"cluster_2369"
"AO090005001484";"cluster_2368"
"AO090003000262";"cluster_2372"
"AO090038000255";"cluster_2375"
"AO090005001585";"cluster_2378"
"AO090026000487";"cluster_2374"
"AO090012000712";"cluster_2384"
"AO090011000622";"cluster_2087"
"AO090012001018";"cluster_2347"
"AO090003000592";"cluster_2336"
"AO090011000842";"cluster_2389"
"AO090102000244";"cluster_2392"
"AO090701000396";"cluster_2390"
"AO090010000211";"cluster_2247"
"AO090010000212";"cluster_2247"
"AO090102000387";"cluster_2399"
"AO090138000193";"cluster_2404"
"AO090138000192";"cluster_2404"
"AO090003000840";"cluster_2405"
"AO090701000767";"cluster_2403"
"AO090026000446";"cluster_2295"
"AO090026000445";"cluster_2295"
"AO090103000067";"cluster_2408"
"AO090005001591";"cluster_2406"
"AO090124000035";"cluster_2269"
"AO090003000625";"cluster_2318"
"AO090009000590";"cluster_2348"
"AO090003000598";"cluster_2396"
"AO090003000663";"cluster_2413"
"AO090020000636";"cluster_2416"
"AO090012000485";"cluster_2383"
"AO090005001338";"cluster_2415"
"AO090005001337";"cluster_2415"
"AO090003000568";"cluster_2420"
"AO090010000776";"cluster_2423"
"AO090003000213";"cluster_2424"
"AO090003000214";"cluster_2424"
"AO090038000348";"cluster_2409"
"AO090003000073";"cluster_2426"
"AO090005000986";"cluster_2427"
"AO090003000361";"cluster_2431"
"AO090012000827";"cluster_2428"
"AO090003000160";"cluster_2436"
"AO090003001068";"cluster_2434"
"AO090026000346";"cluster_2435"
"AO090023000564";"cluster_2437"
"AO090011000398";"cluster_2437"
"AO090005000892";"cluster_2438"
"AO090012000249";"cluster_2265"
"AO090011000472";"cluster_2429"
"AO090011000471";"cluster_2429"
"AO090001000269";"cluster_962"
"AO090120000326";"cluster_2189"
"AO090023000758";"cluster_2442"
"AO090020000188";"cluster_2354"
"AO090026000056";"cluster_2446"
"AO090005001311";"cluster_2446"
"AO090003001321";"cluster_2449"
"AO090001000525";"cluster_2447"
"AO090001000646";"cluster_2452"
"AO090001000645";"cluster_2452"
"AO090103000479";"cluster_2455"
"AO090120000469";"cluster_2457"
"AO090038000288";"cluster_2376"
"AO090011000167";"cluster_2043"
"AO090003000962";"cluster_2463"
"AO090026000707";"cluster_2464"
"AO090113000169";"cluster_2465"
"AO090001000266";"cluster_2462"
"AO090001000513";"cluster_2466"
"AO090012000633";"cluster_2470"
"AO090701000189";"cluster_2448"
"AO090012000721";"cluster_2270"
"AO090038000398";"cluster_2473"
"AO090012000058";"cluster_1321"
"AO090026000362";"cluster_2345"
"AO090003001329";"cluster_2460"
"AO090038000633";"cluster_2024"
"AO090206000025";"cluster_2469"
"AO090023000717";"cluster_2482"
"AO090003001482";"cluster_2477"
"AO090023000471";"cluster_2491"
"AO090012000999";"cluster_2311"
"AO090012000436";"cluster_2490"
"AO090012000435";"cluster_2490"
"AO090005000374";"cluster_2494"
"AO090003001552";"cluster_1553"
"AO090023000306";"cluster_2495"
"AO090005001447";"cluster_2504"
"AO090005001445";"cluster_2504"
"AO090009000691";"cluster_2500"
"AO090001000718";"cluster_2300"
"AO090023000259";"cluster_2264"
"AO090012000763";"cluster_2505"
"AO090120000179";"cluster_2510"
"AO090003001107";"cluster_1480"
"AO090701000130";"cluster_2516"
"AO090023000888";"cluster_686"
"AO090005001072";"cluster_2519"
"AO090020000174";"cluster_2520"
"AO090026000255";"cluster_2136"
"AO090038000604";"cluster_2534"
"AO090005000773";"cluster_2532"
"AO090701000756";"cluster_2529"
"AO090102000058";"cluster_2422"
"AO090003001232";"cluster_2518"
"AO090012000598";"cluster_2537"
"AO090005001611";"cluster_2485"
"AO090003000857";"cluster_2474"
"AO090003000856";"cluster_2474"
"AO090026000711";"cluster_2544"
"AO090005000783";"cluster_2546"
"AO090023000461";"cluster_2545"
"AO090701000274";"cluster_2472"
"AO090012000315";"cluster_2506"
"AO090012000275";"cluster_1916"
"AO090020000234";"cluster_1916"
"AO090012000274";"cluster_1916"
"AO090701000398";"cluster_2551"
"AO090701000399";"cluster_2551"
"AO090009000335";"cluster_2552"
"AO090009000140";"cluster_2561"
"AO090009000515";"cluster_2563"
"AO090020000435";"cluster_2304"
"AO090003001390";"cluster_2397"
"AO090010000444";"cluster_2397"
"AO090001000303";"cluster_2564"
"AO090001000304";"cluster_2564"
"AO090026000271";"cluster_2567"
"AO090012000597";"cluster_2572"
"AO090023000506";"cluster_2569"
"AO090001000752";"cluster_2540"
"AO090012000951";"cluster_2576"
"AO090003000743";"cluster_2578"
"AO090701000006";"cluster_2581"
"AO090005001258";"cluster_2584"
"AO090005000820";"cluster_2587"
"AO090001000699";"cluster_2524"
"AO090009000070";"cluster_2592"
"AO090005001256";"cluster_2593"
"AO090005001284";"cluster_2599"
"AO090120000343";"cluster_2579"
"AO090120000342";"cluster_2579"
"AO090010000486";"cluster_2329"
"AO090023000365";"cluster_2395"
"AO090026000093";"cluster_2601"
"AO090001000458";"cluster_2608"
"AO090001000437";"cluster_2610"
"AO090003001186";"cluster_2614"
"AO090113000128";"cluster_2615"
"AO090012000907";"cluster_2618"
"AO090012000410";"cluster_2454"
"AO090012000779";"cluster_2633"
"AO090005001088";"cluster_834"
"AO090011000637";"cluster_2626"
"AO090026000622";"cluster_2432"
"AO090012000517";"cluster_2638"
"AO090020000125";"cluster_2641"
"AO090023000336";"cluster_2594"
"AO090003001063";"cluster_2645"
"AO090038000064";"cluster_2624"
"AO090023000837";"cluster_2444"
"AO090023000970";"cluster_2656"
"AO090009000320";"cluster_2648"
"AO090020000092";"cluster_2662"
"AO090012000715";"cluster_2664"
"AO090012000716";"cluster_2664"
"AO090012001019";"cluster_2663"
"AO090009000029";"cluster_713"
"AO090103000472";"cluster_2667"
"AO090026000524";"cluster_2619"
"AO090003000588";"cluster_2670"
"AO090206000129";"cluster_2668"
"AO090001000515";"cluster_2476"
"AO090003000746";"cluster_2673"
"AO090103000029";"cluster_2539"
"AO090011000759";"cluster_2672"
"AO090011000760";"cluster_2672"
"AO090020000030";"cluster_2679"
"AO090026000744";"cluster_2683"
"AO090009000369";"cluster_2682"
"AO090005000131";"cluster_2684"
"AO090005000130";"cluster_2684"
"AO090103000120";"cluster_2475"
"AO090003000678";"cluster_2681"
"AO090005000658";"cluster_2629"
"AO090012000581";"cluster_2659"
"AO090009000608";"cluster_2590"
"AO090120000240";"cluster_1746"
"AO090005000760";"cluster_2597"
"AO090005001098";"cluster_2691"
"AO090010000196";"cluster_2693"
"AO090001000491";"cluster_2665"
"AO090026000664";"cluster_2696"
"AO090701000558";"cluster_2699"
"AO090011000327";"cluster_2697"
"AO090001000449";"cluster_2698"
"AO090005001009";"cluster_2652"
"AO090010000521";"cluster_2701"
"AO090011000306";"cluster_2701"
"AO090012000264";"cluster_2701"
"AO090011000307";"cluster_2701"
"AO090010000755";"cluster_2702"
"AO090001000569";"cluster_2489"
"AO090120000388";"cluster_2704"
"AO090120000424";"cluster_2711"
"AO090206000048";"cluster_2703"
"AO090206000047";"cluster_2703"
"AO090005000706";"cluster_2708"
"AO090005000707";"cluster_2708"
"AO090005000532";"cluster_2705"
"AO090023000602";"cluster_2685"
"AO090003001076";"cluster_2721"
"AO090003001075";"cluster_2721"
"AO090003000673";"cluster_2718"
"AO090011000655";"cluster_2509"
"AO090003000927";"cluster_2720"
"AO090005001032";"cluster_2557"
"AO090009000376";"cluster_2707"
"AO090020000076";"cluster_2738"
"AO090020000075";"cluster_2738"
"AO090701000007";"cluster_2737"
"AO090701000008";"cluster_2737"
"AO090023001000";"cluster_2739"
"AO090003001348";"cluster_2742"
"AO090005001389";"cluster_2730"
"AO090010000722";"cluster_2744"
"AO090009000462";"cluster_2635"
"AO090012000910";"cluster_2748"
"AO090012000909";"cluster_2748"
"AO090009000303";"cluster_2749"
"AO090023000709";"cluster_2478"
"AO090005000882";"cluster_2755"
"AO090020000131";"cluster_2759"
"AO090023000478";"cluster_2758"
"AO090011000333";"cluster_2757"
"AO090701000662";"cluster_2757"
"AO090120000241";"cluster_2715"
"AO090001000369";"cluster_2712"
"AO090011000386";"cluster_2752"
"AO090120000288";"cluster_2763"
"AO090038000345";"cluster_2769"
"AO090005001441";"cluster_2393"
"AO090005001440";"cluster_2393"
"AO090005001439";"cluster_2393"
"AO090023000946";"cluster_2468"
"AO090005001363";"cluster_2776"
"AO090003000545";"cluster_2779"
"AO090003001162";"cluster_2765"
"AO090001000649";"cluster_2770"
"AO090005001343";"cluster_2660"
"AO090003001525";"cluster_2784"
"AO090003001526";"cluster_2784"
"AO090001000333";"cluster_2535"
"AO090102000571";"cluster_2789"
"AO090102000570";"cluster_2789"
"AO090010000459";"cluster_2714"
"AO090102000557";"cluster_2797"
"AO090011000940";"cluster_2760"
"AO090005001018";"cluster_2801"
"AO090003000400";"cluster_2803"
"AO090003000481";"cluster_2724"
"AO090003000431";"cluster_2783"
"AO090023000300";"cluster_2809"
"AO090206000004";"cluster_2773"
"AO090009000163";"cluster_2371"
"AO090701000210";"cluster_2821"
"AO090003000975";"cluster_2613"
"AO090012000145";"cluster_2825"
"AO090012000144";"cluster_2825"
"AO090012000469";"cluster_644"
"AO090012000471";"cluster_644"
"AO090023000989";"cluster_2828"
"AO090102000073";"cluster_2829"
"AO090003000404";"cluster_2830"
"AO090012000866";"cluster_2559"
"AO090005001475";"cluster_2833"
"AO090001000736";"cluster_2743"
"AO090001000723";"cluster_2596"
"AO090009000345";"cluster_2836"
"AO090120000324";"cluster_2838"
"AO090023000795";"cluster_2840"
"AO090120000147";"cluster_2772"
"AO090206000073";"cluster_2843"
"AO090206000077";"cluster_2843"
"AO090003000839";"cluster_2844"
"AO090023000571";"cluster_2818"
"AO090003000554";"cluster_2845"
"AO090023000305";"cluster_2849"
"AO090005000376";"cluster_2847"
"AO090023000785";"cluster_2853"
"AO090011000532";"cluster_2855"
"AO090005001357";"cluster_2857"
"AO090011000875";"cluster_2856"
"AO090010000684";"cluster_2832"
"AO090701000102";"cluster_2754"
"AO090003000498";"cluster_2862"
"AO090026000140";"cluster_2871"
"AO090011000604";"cluster_2870"
"AO090003000357";"cluster_2873"
"AO090005001224";"cluster_2814"
"AO090012000710";"cluster_2875"
"AO090005000807";"cluster_2876"
"AO090009000239";"cluster_2885"
"AO090038000415";"cluster_2885"
"AO090120000382";"cluster_2884"
"AO090001000431";"cluster_2887"
"AO090001000433";"cluster_2887"
"AO090102000505";"cluster_2467"
"AO090166000068";"cluster_2859"
"AO090003001084";"cluster_2528"
"AO090003000505";"cluster_2901"
"AO090011000541";"cluster_2903"
"AO090103000069";"cluster_2900"
"AO090102000156";"cluster_2891"
"AO090012001021";"cluster_2771"
"AO090020000055";"cluster_2908"
"AO090020000054";"cluster_2908"
"AO090012000782";"cluster_2687"
"AO090102000629";"cluster_2892"
"AO090009000286";"cluster_2915"
"AO090001000322";"cluster_2916"
"AO090023000345";"cluster_2916"
"AO090005000672";"cluster_2920"
"AO090001000541";"cluster_2920"
"AO090011000323";"cluster_2899"
"AO090011000324";"cluster_2899"
"AO090011000372";"cluster_2932"
"AO090011000371";"cluster_2932"
"AO090672000008";"cluster_2934"
"AO090020000581";"cluster_2939"
"AO090026000343";"cluster_2690"
"AO090003000158";"cluster_2928"
"AO090011000126";"cluster_2946"
"AO090003000384";"cluster_2949"
"AO090003001475";"cluster_2723"
"AO090003000003";"cluster_2723"
"AO090009000413";"cluster_2883"
"AO090102000645";"cluster_2874"
"AO090001000487";"cluster_2953"
"AO090012000168";"cluster_2954"
"AO090102000540";"cluster_2850"
"AO090701000639";"cluster_2852"
"AO090038000302";"cluster_1002"
"AO090701000796";"cluster_2961"
"AO090005001612";"cluster_2571"
"AO090026000284";"cluster_2328"
"AO090023000874";"cluster_2328"
"AO090005001315";"cluster_2328"
"AO090124000072";"cluster_924"
"AO090124000071";"cluster_924"
"AO090120000102";"cluster_2826"
"AO090011000165";"cluster_2971"
"AO090026000535";"cluster_2973"
"AO090102000336";"cluster_2972"
"AO090038000379";"cluster_2909"
"AO090026000285";"cluster_2750"
"AO090003000012";"cluster_2978"
"AO090701000100";"cluster_2947"
"AO090003000468";"cluster_2981"
"AO090020000219";"cluster_2945"
"AO090005000865";"cluster_2984"
"AO090005000864";"cluster_2984"
"AO090009000176";"cluster_2995"
"AO090011000927";"cluster_2957"
"AO090003000617";"cluster_2996"
"AO090012000967";"cluster_2831"
"AO090120000090";"cluster_2999"
"AO090009000215";"cluster_2650"
"AO090102000623";"cluster_2907"
"AO090026000663";"cluster_3002"
"AO090001000666";"cluster_3004"
"AO090005001567";"cluster_3009"
"AO090003001489";"cluster_1644"
"AO090005001076";"cluster_2944"
"AO090102000424";"cluster_3021"
"AO090138000147";"cluster_3021"
"AO090701000221";"cluster_3029"
"AO090701000222";"cluster_3029"
"AO090003000057";"cluster_3028"
"AO090026000635";"cluster_2982"
"AO090003000285";"cluster_3032"
"AO090001000726";"cluster_3033"
"AO090011000758";"cluster_3037"
"AO090102000361";"cluster_3051"
"AO090003000235";"cluster_3023"
"AO090120000287";"cluster_3048"
"AO090023000965";"cluster_2918"
"AO090003000156";"cluster_3058"
"AO090011000558";"cluster_3057"
"AO090026000532";"cluster_3062"
"AO090009000696";"cluster_3060"
"AO090003000976";"cluster_2888"
"AO090005001198";"cluster_2677"
"AO090020000160";"cluster_3059"
"AO090012000812";"cluster_3022"
"AO090012000919";"cluster_1358"
"AO090012000498";"cluster_3025"
"AO090009000276";"cluster_3017"
"AO090102000622";"cluster_2936"
"AO090102000621";"cluster_2936"
"AO090009000198";"cluster_2160"
"AO090701000378";"cluster_3005"
"AO090701000606";"cluster_3052"
"AO090011000547";"cluster_3068"
"AO090009000701";"cluster_3071"
"AO090003000843";"cluster_3085"
"AO090206000050";"cluster_3094"
"AO090206000053";"cluster_3094"
"AO090026000630";"cluster_3091"
"AO090102000366";"cluster_3097"
"AO090011000063";"cluster_2582"
"AO090011000788";"cluster_3045"
"AO090026000586";"cluster_3045"
"AO090003001181";"cluster_3100"
"AO090701000415";"cluster_3102"
"AO090103000359";"cluster_3102"
"AO090001000637";"cluster_3105"
"AO090001000638";"cluster_3105"
"AO090010000198";"cluster_3101"
"AO090102000205";"cluster_3112"
"AO090001000744";"cluster_3077"
"AO090102000652";"cluster_3113"
"AO090009000201";"cluster_2956"
"AO090026000282";"cluster_3121"
"AO090026000153";"cluster_2387"
"AO090005000446";"cluster_1532"
"AO090005000445";"cluster_1532"
"AO090023000304";"cluster_3120"
"AO090005001196";"cluster_3122"
"AO090113000162";"cluster_3049"
"AO090020000126";"cluster_2926"
"AO090020000499";"cluster_2926"
"AO090012000976";"cluster_2866"
"AO090011000910";"cluster_3132"
"AO090023000185";"cluster_3079"
"AO090005001532";"cluster_3124"
"AO090701000036";"cluster_3133"
"AO090005000103";"cluster_3135"
"AO090003000356";"cluster_3135"
"AO090003001033";"cluster_3136"
"AO090005000830";"cluster_755"
"AO090005000831";"cluster_755"
"AO090009000216";"cluster_3139"
"AO090012000198";"cluster_3044"
"AO090005001333";"cluster_3147"
"AO090020000495";"cluster_2793"
"AO090038000362";"cluster_3043"
"AO090113000129";"cluster_3155"
"AO090023000569";"cluster_3159"
"AO090026000355";"cluster_3157"
"AO090102000566";"cluster_3143"
"AO090011000526";"cluster_3143"
"AO090026000750";"cluster_3115"
"AO090003000206";"cluster_3168"
"AO090003000207";"cluster_3168"
"AO090701000835";"cluster_3176"
"AO090005001248";"cluster_3177"
"AO090012000295";"cluster_3178"
"AO090701000176";"cluster_3178"
"AO090023000753";"cluster_3038"
"AO090003000665";"cluster_3186"
"AO090003000591";"cluster_3185"
"AO090005000835";"cluster_3161"
"AO090003000770";"cluster_3187"
"AO090023000591";"cluster_3188"
"AO090003000756";"cluster_3089"
"AO090124000064";"cluster_3197"
"AO090206000003";"cluster_1700"
"AO090009000492";"cluster_3198"
"AO090023000131";"cluster_3199"
"AO090023000132";"cluster_3199"
"AO090038000495";"cluster_3202"
"AO090038000399";"cluster_3081"
"AO090124000085";"cluster_3149"
"AO090038000405";"cluster_2927"
"AO090102000633";"cluster_3212"
"AO090012000842";"cluster_3174"
"AO090011000708";"cluster_3153"
"AO090012000807";"cluster_2010"
"AO090026000157";"cluster_3209"
"AO090003001423";"cluster_3214"
"AO090038000378";"cluster_3215"
"AO090005000872";"cluster_2453"
"AO090012000602";"cluster_3224"
"AO090038000046";"cluster_3233"
"AO090038000045";"cluster_3233"
"AO090102000620";"cluster_2637"
"AO090023000896";"cluster_3238"
"AO090023000897";"cluster_3238"
"AO090023000764";"cluster_3236"
"AO090020000703";"cluster_3203"
"AO090038000365";"cluster_3192"
"AO090023000630";"cluster_3245"
"AO090005000416";"cluster_2991"
"AO090020000107";"cluster_3148"
"AO090005001646";"cluster_3189"
"AO090011000495";"cluster_3251"
"AO090003000956";"cluster_3250"
"AO090011000060";"cluster_2398"
"AO090026000188";"cluster_3225"
"AO090003001170";"cluster_3258"
"AO090020000156";"cluster_3088"
"AO090010000200";"cluster_3261"
"AO090026000802";"cluster_3180"
"AO090005000147";"cluster_3230"
"AO090701000703";"cluster_3272"
"AO090701000186";"cluster_3046"
"AO090011000642";"cluster_3271"
"AO090001000700";"cluster_3275"
"AO090001000701";"cluster_3275"
"AO090120000176";"cluster_3195"
"AO090020000289";"cluster_2511"
"AO090103000039";"cluster_3281"
"AO090166000092";"cluster_1684"
"AO090020000423";"cluster_2451"
"AO090009000638";"cluster_3283"
"AO090005000673";"cluster_2842"
"AO090701000051";"cluster_3182"
"AO090026000742";"cluster_3254"
"AO090701000408";"cluster_3288"
"AO090023000120";"cluster_2923"
"AO090120000244";"cluster_3293"
"AO090003001259";"cluster_3294"
"AO090011000861";"cluster_3295"
"AO090038000383";"cluster_3298"
"AO090005000879";"cluster_3300"
"AO090005000878";"cluster_3300"
"AO090020000658";"cluster_3297"
"AO090038000335";"cluster_3297"
"AO090005001238";"cluster_3305"
"AO090009000571";"cluster_2484"
"AO090010000483";"cluster_2864"
"AO090003001379";"cluster_3307"
"AO090120000152";"cluster_3280"
"AO090701000420";"cluster_3322"
"AO090005000581";"cluster_3090"
"AO090701000108";"cluster_3327"
"AO090023000792";"cluster_3326"
"AO090005001217";"cluster_3325"
"AO090010000773";"cluster_3329"
"AO090701000781";"cluster_440"
"AO090102000274";"cluster_3339"
"AO090009000264";"cluster_3335"
"AO090020000227";"cluster_3337"
"AO090020000228";"cluster_3337"
"AO090023000006";"cluster_2736"
"AO090023000362";"cluster_2761"
"AO090020000395";"cluster_3042"
"AO090026000133";"cluster_3247"
"AO090005000274";"cluster_3338"
"AO090023000520";"cluster_2303"
"AO090010000460";"cluster_3351"
"AO090102000371";"cluster_3353"
"AO090308000021";"cluster_3141"
"AO090005000479";"cluster_3362"
"AO090012000908";"cluster_3259"
"AO090120000180";"cluster_2496"
"AO090103000354";"cluster_2496"
"AO090206000059";"cluster_3365"
"AO090005000200";"cluster_3367"
"AO090005000201";"cluster_3367"
"AO090011000917";"cluster_3096"
"AO090001000376";"cluster_3323"
"AO090003000571";"cluster_2823"
"AO090166000076";"cluster_2823"
"AO090012000526";"cluster_3380"
"AO090038000159";"cluster_3383"
"AO090120000470";"cluster_3328"
"AO090038000392";"cluster_3069"
"AO090012000513";"cluster_3313"
"AO090113000109";"cluster_3386"
"AO090011000025";"cluster_3204"
"AO090003001215";"cluster_3399"
"AO090023000866";"cluster_3395"
"AO090001000595";"cluster_3394"
"AO090102000478";"cluster_3359"
"AO090023000477";"cluster_3403"
"AO090023000726";"cluster_3401"
"AO090012000148";"cluster_3397"
"AO090012000147";"cluster_3397"
"AO090103000401";"cluster_3406"
"AO090005001351";"cluster_3407"
"AO090020000028";"cluster_3408"
"AO090009000117";"cluster_3409"
"AO090001000703";"cluster_2935"
"AO090102000173";"cluster_3414"
"AO090003000758";"cluster_3416"
"AO090026000782";"cluster_3164"
"AO090026000783";"cluster_3164"
"AO090009000520";"cluster_3207"
"AO090010000367";"cluster_3108"
"AO090003001188";"cluster_3423"
"AO090023000728";"cluster_975"
"AO090026000681";"cluster_1945"
"AO090005000942";"cluster_3432"
"AO090012000132";"cluster_3427"
"AO090120000248";"cluster_3427"
"AO090011000489";"cluster_3263"
"AO090102000115";"cluster_3391"
"AO090023000128";"cluster_2806"
"AO090012000182";"cluster_3438"
"AO090206000031";"cluster_3440"
"AO090020000427";"cluster_1295"
"AO090003000350";"cluster_3435"
"AO090012000540";"cluster_3445"
"AO090012000541";"cluster_3445"
"AO090701000789";"cluster_2669"
"AO090010000350";"cluster_3448"
"AO090026000193";"cluster_3448"
"AO090003001246";"cluster_3429"
"AO090012000846";"cluster_3459"
"AO090005000120";"cluster_3436"
"AO090009000350";"cluster_3314"
"AO090010000427";"cluster_3278"
"AO090003000440";"cluster_2625"
"AO090020000302";"cluster_3462"
"AO090020000436";"cluster_3431"
"AO090120000165";"cluster_3463"
"AO090005000811";"cluster_3465"
"AO090023000910";"cluster_3468"
"AO090103000072";"cluster_3184"
"AO090701000734";"cluster_3471"
"AO090701000733";"cluster_3471"
"AO090701000307";"cluster_3474"
"AO090120000425";"cluster_2620"
"AO090020000472";"cluster_3477"
"AO090005001097";"cluster_3482"
"AO090005000501";"cluster_3349"
"AO090010000391";"cluster_3374"
"AO090102000497";"cluster_3458"
"AO090012000764";"cluster_3488"
"AO090102000357";"cluster_3424"
"AO090120000040";"cluster_3451"
"AO090701000728";"cluster_3499"
"AO090005000641";"cluster_3501"
"AO090103000478";"cluster_3505"
"AO090138000105";"cluster_3443"
"AO090009000410";"cluster_3504"
"AO090038000535";"cluster_3508"
"AO090003000854";"cluster_3372"
"AO090010000716";"cluster_3516"
"AO090010000715";"cluster_3516"
"AO090020000671";"cluster_3512"
"AO090005000418";"cluster_3413"
"AO090023000313";"cluster_3526"
"AO090701000314";"cluster_2863"
"AO090003000286";"cluster_3531"
"AO090120000309";"cluster_3455"
"AO090102000492";"cluster_3535"
"AO090206000034";"cluster_3537"
"AO090005001004";"cluster_3538"
"AO090023000752";"cluster_3503"
"AO090003000698";"cluster_3524"
"AO090001000552";"cluster_3075"
"AO090001000553";"cluster_3075"
"AO090038000411";"cluster_3550"
"AO090020000067";"cluster_3480"
"AO090003001112";"cluster_3552"
"AO090023000034";"cluster_3554"
"AO090001000375";"cluster_3514"
"AO090009000484";"cluster_3514"
"AO090020000154";"cluster_3559"
"AO090120000405";"cluster_3447"
"AO090120000408";"cluster_3447"
"AO090011000890";"cluster_3539"
"AO090003000502";"cluster_3567"
"AO090001000447";"cluster_3302"
"AO090005001066";"cluster_3130"
"AO090023000232";"cluster_3574"
"AO090020000343";"cluster_3575"
"AO090023000250";"cluster_3333"
"AO090003000750";"cluster_3520"
"AO090701000666";"cluster_3507"
"AO090003000257";"cluster_3592"
"AO090012000995";"cluster_3592"
"AO090038000098";"cluster_3591"
"AO090001000480";"cluster_3598"
"AO090001000481";"cluster_3598"
"AO090026000159";"cluster_3597"
"AO090003000542";"cluster_3594"
"AO090003000300";"cluster_3577"
"AO090020000323";"cluster_3596"
"AO090020000649";"cluster_3532"
"AO090005001615";"cluster_3606"
"AO090023000356";"cluster_3615"
"AO090012000488";"cluster_3146"
"AO090001000530";"cluster_3609"
"AO090124000019";"cluster_3158"
"AO090701000224";"cluster_3613"
"AO090038000558";"cluster_3619"
"AO090010000732";"cluster_3625"
