"Afumigatus";"cluster"
"AFUA_8G04140";"cluster_2539"
"AFUA_2G09320";"cluster_2672"
"AFUA_3G05580";"cluster_2679"
"AFUA_5G11050";"cluster_2683"
"AFUA_7G04450";"cluster_2684"
"AFUA_3G02090";"cluster_2475"
"AFUA_3G11250";"cluster_2681"
"AFUA_8G04840";"cluster_2629"
"AFUA_1G13090";"cluster_2659"
"AFUA_5G06440";"cluster_2590"
"AFUA_2G03460";"cluster_1746"
"AFUA_1G03400";"cluster_2597"
"AFUA_1G15930";"cluster_2691"
"AFUA_5G00390";"cluster_2695"
"AFUA_1G06900";"cluster_2665"
"AFUA_5G11620";"cluster_2696"
"AFUA_4G03910";"cluster_2697"
"AFUA_1G06470";"cluster_2698"
"AFUA_1G16745";"cluster_2652"
"AFUA_2G15660";"cluster_2701"
"AFUA_4G03690";"cluster_2701"
"AFUA_4G03700";"cluster_2701"
"AFUA_6G08900";"cluster_2489"
"AFUA_5G12620";"cluster_2704"
"AFUA_1G07195";"cluster_2709"
"AFUA_5G13040";"cluster_2711"
"AFUA_4G04450";"cluster_2703"
"AFUA_4G04460";"cluster_2703"
"AFUA_3G12640";"cluster_2708"
"AFUA_3G12630";"cluster_2708"
"AFUA_4G09320";"cluster_2685"
"AFUA_4G11467";"cluster_2721"
"AFUA_4G11477";"cluster_2721"
"AFUA_3G11170";"cluster_2718"
"AFUA_2G09800";"cluster_2509"
"AFUA_1G04190";"cluster_2720"
"AFUA_1G16680";"cluster_2557"
"AFUA_1G05640";"cluster_2707"
"AFUA_3G06050";"cluster_2738"
"AFUA_6G05280";"cluster_2737"
"AFUA_4G05980";"cluster_2739"
"AFUA_5G01760";"cluster_2742"
"AFUA_3G08820";"cluster_2730"
"AFUA_8G01670";"cluster_2744"
"AFUA_4G12490";"cluster_2635"
"AFUA_1G09590";"cluster_2748"
"AFUA_1G09600";"cluster_2748"
"AFUA_4G12750";"cluster_2749"
"AFUA_4G08510";"cluster_2478"
"AFUA_1G02170";"cluster_2755"
"AFUA_3G07620";"cluster_2759"
"AFUA_6G11360";"cluster_2758"
"AFUA_2G03450";"cluster_2715"
"AFUA_4G09650";"cluster_2762"
"AFUA_1G11920";"cluster_2712"
"AFUA_1G14240";"cluster_2752"
"AFUA_5G11700";"cluster_2763"
"AFUA_1G10730";"cluster_2769"
"AFUA_3G08300";"cluster_2393"
"AFUA_3G08350";"cluster_2393"
"AFUA_4G06420";"cluster_2468"
"AFUA_5G12710";"cluster_2774"
"AFUA_3G09050";"cluster_2776"
"AFUA_3G10110";"cluster_2779"
"AFUA_4G10490";"cluster_2765"
"AFUA_2G05400";"cluster_2770"
"AFUA_7G00910";"cluster_2660"
"AFUA_5G00470";"cluster_2784"
"AFUA_1G12120";"cluster_2535"
"AFUA_5G03610";"cluster_2789"
"AFUA_5G03600";"cluster_2789"
"AFUA_5G10820";"cluster_2714"
"AFUA_5G03480";"cluster_2797"
"AFUA_2G07520";"cluster_2760"
"AFUA_1G16730";"cluster_2801"
"AFUA_6G12790";"cluster_2803"
"AFUA_1G14610";"cluster_2724"
"AFUA_6G13060";"cluster_2783"
"AFUA_4G04800";"cluster_2773"
"AFUA_6G12470";"cluster_2371"
"AFUA_5G06740";"cluster_2821"
"AFUA_1G03780";"cluster_2613"
"AFUA_1G03770";"cluster_2613"
"AFUA_1G17240";"cluster_2825"
"AFUA_1G13970";"cluster_644"
"AFUA_4G06070";"cluster_2828"
"AFUA_2G12790";"cluster_2829"
"AFUA_6G12840";"cluster_2830"
"AFUA_1G09770";"cluster_2559"
"AFUA_3G08050";"cluster_2833"
"AFUA_2G06190";"cluster_2743"
"AFUA_2G06080";"cluster_2596"
"AFUA_1G05900";"cluster_2836"
"AFUA_5G12080";"cluster_2838"
"AFUA_4G07760";"cluster_2840"
"AFUA_6G02620";"cluster_2772"
"AFUA_4G04200";"cluster_2843"
"AFUA_4G04210";"cluster_2843"
"AFUA_1G04970";"cluster_2844"
"AFUA_1G17110";"cluster_2818"
"AFUA_3G10180";"cluster_2845"
"AFUA_7G05360";"cluster_2847"
"AFUA_4G07970";"cluster_2853"
"AFUA_4G07980";"cluster_2853"
"AFUA_2G02420";"cluster_2855"
"AFUA_3G08970";"cluster_2857"
"AFUA_2G08290";"cluster_2856"
"AFUA_8G01130";"cluster_2832"
"AFUA_6G04390";"cluster_2754"
"AFUA_1G14720";"cluster_2862"
"AFUA_2G14030";"cluster_2871"
"AFUA_2G10340";"cluster_2870"
"AFUA_3G00690";"cluster_2873"
"AFUA_1G15030";"cluster_2814"
"AFUA_1G03070";"cluster_2876"
"AFUA_4G13340";"cluster_2885"
"AFUA_2G17650";"cluster_2885"
"AFUA_5G12560";"cluster_2884"
"AFUA_5G00640";"cluster_2887"
"AFUA_1G06180";"cluster_2887"
"AFUA_5G03040";"cluster_2467"
"AFUA_4G11360";"cluster_2528"
"AFUA_1G14770";"cluster_2901"
"AFUA_2G10890";"cluster_2903"
"AFUA_8G04430";"cluster_2900"
"AFUA_2G16670";"cluster_2891"
"AFUA_1G07690";"cluster_2771"
"AFUA_3G05860";"cluster_2908"
"AFUA_3G05850";"cluster_2908"
"AFUA_3G13470";"cluster_2687"
"AFUA_5G04240";"cluster_2892"
"AFUA_4G13020";"cluster_2915"
"AFUA_3G02910";"cluster_2916"
"AFUA_8G04770";"cluster_2920"
"AFUA_1G17710";"cluster_2924"
"AFUA_1G17720";"cluster_2924"
"AFUA_4G03950";"cluster_2899"
"AFUA_4G03945";"cluster_2899"
"AFUA_1G14360";"cluster_2932"
"AFUA_4G05880";"cluster_2934"
"AFUA_5G09540";"cluster_2939"
"AFUA_2G12910";"cluster_2690"
"AFUA_6G07810";"cluster_2928"
"AFUA_4G03320";"cluster_2946"
"AFUA_6G12670";"cluster_2949"
"AFUA_6G06340";"cluster_2723"
"AFUA_1G03540";"cluster_2883"
"AFUA_5G04370";"cluster_2874"
"AFUA_1G06850";"cluster_2953"
"AFUA_4G02970";"cluster_2954"
"AFUA_5G03350";"cluster_2850"
"AFUA_2G00490";"cluster_2852"
"AFUA_1G11070";"cluster_1002"
"AFUA_1G11060";"cluster_1002"
"AFUA_2G01540";"cluster_2961"
"AFUA_1G09210";"cluster_2571"
"AFUA_2G13250";"cluster_2328"
"AFUA_3G04040";"cluster_924"
"AFUA_3G04030";"cluster_924"
"AFUA_6G02170";"cluster_2826"
"AFUA_4G03330";"cluster_2971"
"AFUA_2G11170";"cluster_2973"
"AFUA_8G07270";"cluster_2972"
"AFUA_1G10470";"cluster_2909"
"AFUA_2G13260";"cluster_2750"
"AFUA_6G06420";"cluster_2978"
"AFUA_6G04380";"cluster_2947"
"AFUA_6G13430";"cluster_2981"
"AFUA_3G07120";"cluster_2945"
"AFUA_3G10540";"cluster_2983"
"AFUA_3G10560";"cluster_2983"
"AFUA_1G02360";"cluster_2984"
"AFUA_2G07670";"cluster_2957"
"AFUA_7G04890";"cluster_2994"
"AFUA_3G10720";"cluster_2996"
"AFUA_1G07150";"cluster_2831"
"AFUA_4G13530";"cluster_2650"
"AFUA_5G04190";"cluster_2907"
"AFUA_4G06040";"cluster_3003"
"AFUA_2G05550";"cluster_3004"
"AFUA_6G07340";"cluster_3009"
"AFUA_3G15190";"cluster_1644"
"AFUA_1G16290";"cluster_2944"
"AFUA_1G05920";"cluster_2897"
"AFUA_6G06790";"cluster_3028"
"AFUA_2G02860";"cluster_2982"
"AFUA_2G04820";"cluster_3032"
"AFUA_2G06100";"cluster_3033"
"AFUA_2G09340";"cluster_3037"
"AFUA_2G09330";"cluster_3037"
"AFUA_2G09030";"cluster_3047"
"AFUA_5G02480";"cluster_3051"
"AFUA_2G04430";"cluster_3023"
"AFUA_5G11690";"cluster_3048"
"AFUA_4G06250";"cluster_2918"
"AFUA_6G07830";"cluster_3058"
"AFUA_6G07840";"cluster_3058"
"AFUA_2G11180";"cluster_3062"
"AFUA_5G05670";"cluster_3060"
"AFUA_1G15200";"cluster_2677"
"AFUA_3G13210";"cluster_3022"
"AFUA_2G02620";"cluster_3067"
"AFUA_1G09530";"cluster_1358"
"AFUA_1G13750";"cluster_3025"
"AFUA_5G04180";"cluster_2936"
"AFUA_2G01090";"cluster_3005"
"AFUA_3G14320";"cluster_3052"
"AFUA_2G10850";"cluster_3068"
"AFUA_5G05600";"cluster_3071"
"AFUA_1G04930";"cluster_3085"
"AFUA_4G04430";"cluster_3094"
"AFUA_4G04410";"cluster_3094"
"AFUA_2G02840";"cluster_3091"
"AFUA_5G02520";"cluster_3097"
"AFUA_8G01100";"cluster_2582"
"AFUA_2G17511";"cluster_2879"
"AFUA_2G04740";"cluster_3024"
"AFUA_2G09110";"cluster_3045"
"AFUA_4G10360";"cluster_3100"
"AFUA_6G13830";"cluster_3102"
"AFUA_2G05360";"cluster_3105"
"AFUA_7G01280";"cluster_3101"
"AFUA_6G10370";"cluster_2566"
"AFUA_2G16510";"cluster_3112"
"AFUA_2G06250";"cluster_3077"
"AFUA_6G03740";"cluster_3118"
"AFUA_4G13700";"cluster_2956"
"AFUA_2G13230";"cluster_3121"
"AFUA_7G05830";"cluster_1532"
"AFUA_7G05810";"cluster_1532"
"AFUA_1G15170";"cluster_3122"
"AFUA_7G00590";"cluster_3049"
"AFUA_3G06290";"cluster_2926"
"AFUA_8G04410";"cluster_2976"
"AFUA_1G07220";"cluster_2866"
"AFUA_2G07940";"cluster_3132"
"AFUA_2G04030";"cluster_3124"
"AFUA_6G05010";"cluster_3133"
"AFUA_7G04180";"cluster_3135"
"AFUA_3G00680";"cluster_3135"
"AFUA_4G11830";"cluster_3136"
"AFUA_1G02640";"cluster_755"
"AFUA_1G02610";"cluster_755"
"AFUA_4G13540";"cluster_3139"
"AFUA_2G16030";"cluster_3044"
"AFUA_5G08910";"cluster_2793"
"AFUA_3G15395";"cluster_2114"
"AFUA_2G00090";"cluster_2114"
"AFUA_7G00090";"cluster_2114"
"AFUA_5G15150";"cluster_2114"
"AFUA_8G07400";"cluster_2114"
"AFUA_2G18100";"cluster_2114"
"AFUA_1G10600";"cluster_3043"
"AFUA_1G12610";"cluster_3155"
"AFUA_3G01270";"cluster_3082"
"AFUA_1G14250";"cluster_3159"
"AFUA_2G12600";"cluster_3157"
"AFUA_8G01010";"cluster_3160"
"AFUA_5G03560";"cluster_3143"
"AFUA_5G11010";"cluster_3115"
"AFUA_2G04190";"cluster_3168"
"AFUA_1G14850";"cluster_3177"
"AFUA_1G14840";"cluster_3177"
"AFUA_3G12180";"cluster_3179"
"AFUA_2G15140";"cluster_3178"
"AFUA_3G15060";"cluster_3178"
"AFUA_4G14712";"cluster_3183"
"AFUA_4G08180";"cluster_3038"
"AFUA_3G11110";"cluster_3186"
"AFUA_3G10420";"cluster_3185"
"AFUA_1G02590";"cluster_3161"
"AFUA_3G12100";"cluster_3187"
"AFUA_3G11960";"cluster_3089"
"AFUA_4G04810";"cluster_1700"
"AFUA_6G02020";"cluster_3198"
"AFUA_1G10310";"cluster_3081"
"AFUA_3G04230";"cluster_3149"
"AFUA_1G10210";"cluster_2927"
"AFUA_5G04270";"cluster_3212"
"AFUA_3G12800";"cluster_3174"
"AFUA_2G09550";"cluster_3153"
"AFUA_3G13260";"cluster_2010"
"AFUA_2G14020";"cluster_3209"
"AFUA_1G17570";"cluster_3214"
"AFUA_1G10480";"cluster_3215"
"AFUA_2G16310";"cluster_2798"
"AFUA_1G02280";"cluster_2453"
"AFUA_5G02880";"cluster_2811"
"AFUA_1G12910";"cluster_3224"
"AFUA_3G02213";"cluster_3233"
"AFUA_5G04170";"cluster_2637"
"AFUA_4G06900";"cluster_3238"
"AFUA_4G06830";"cluster_3238"
"AFUA_4G08050";"cluster_3236"
"AFUA_4G14300";"cluster_3203"
"AFUA_2G04090";"cluster_3239"
"AFUA_2G15260";"cluster_3237"
"AFUA_1G10580";"cluster_3192"
"AFUA_7G05510";"cluster_2991"
"AFUA_3G06430";"cluster_3148"
"AFUA_1G08810";"cluster_3189"
"AFUA_2G02180";"cluster_3251"
"AFUA_1G03940";"cluster_3250"
"AFUA_2G15470";"cluster_2398"
"AFUA_8G00720";"cluster_2398"
"AFUA_2G13850";"cluster_3225"
"AFUA_4G10420";"cluster_3258"
"AFUA_3G07480";"cluster_3088"
"AFUA_4G06460";"cluster_3011"
"AFUA_7G01260";"cluster_3261"
"AFUA_2G03310";"cluster_3264"
"AFUA_2G14770";"cluster_3180"
"AFUA_1G17670";"cluster_3230"
"AFUA_5G07920";"cluster_3272"
"AFUA_3G03620";"cluster_3046"
"AFUA_2G09910";"cluster_3271"
"AFUA_2G05820";"cluster_3275"
"AFUA_6G02820";"cluster_3195"
"AFUA_3G07030";"cluster_2511"
"AFUA_8G04240";"cluster_3281"
"AFUA_5G08630";"cluster_2451"
"AFUA_5G08640";"cluster_2451"
"AFUA_5G06190";"cluster_3283"
"AFUA_6G04880";"cluster_3182"
"AFUA_5G11070";"cluster_3254"
"AFUA_8G02300";"cluster_3288"
"AFUA_3G01510";"cluster_2923"
"AFUA_2G03430";"cluster_3293"
"AFUA_4G09710";"cluster_3294"
"AFUA_2G08410";"cluster_3295"
"AFUA_1G17490";"cluster_3296"
"AFUA_1G10440";"cluster_3298"
"AFUA_1G02210";"cluster_3300"
"AFUA_1G02200";"cluster_3300"
"AFUA_6G13470";"cluster_3297"
"AFUA_1G10800";"cluster_3297"
"AFUA_1G14940";"cluster_3305"
"AFUA_1G11000";"cluster_2484"
"AFUA_5G10540";"cluster_2864"
"AFUA_4G01010";"cluster_3307"
"AFUA_6G02670";"cluster_3280"
"AFUA_2G01350";"cluster_3322"
"AFUA_5G07420";"cluster_3316"
"AFUA_8G05620";"cluster_3090"
"AFUA_6G04440";"cluster_3327"
"AFUA_4G07790";"cluster_3326"
"AFUA_8G02810";"cluster_3329"
"AFUA_2G01660";"cluster_440"
"AFUA_5G02160";"cluster_3339"
"AFUA_4G13170";"cluster_3335"
"AFUA_4G13180";"cluster_3335"
"AFUA_3G06210";"cluster_3042"
"AFUA_2G14110";"cluster_3247"
"AFUA_7G05220";"cluster_3338"
"AFUA_6G10990";"cluster_2303"
"AFUA_5G10810";"cluster_3351"
"AFUA_5G02560";"cluster_3353"
"AFUA_7G06820";"cluster_3141"
"AFUA_7G06090";"cluster_3362"
"AFUA_7G06100";"cluster_3362"
"AFUA_4G04330";"cluster_3365"
"AFUA_2G07780";"cluster_3096"
"AFUA_8G00500";"cluster_3096"
"AFUA_1G17150";"cluster_3371"
"AFUA_1G11880";"cluster_3323"
"AFUA_3G10310";"cluster_2823"
"AFUA_1G13500";"cluster_3380"
"AFUA_5G13280";"cluster_3328"
"AFUA_1G10360";"cluster_3069"
"AFUA_1G13610";"cluster_3313"
"AFUA_5G14000";"cluster_3386"
"AFUA_4G10100";"cluster_3399"
"AFUA_4G07090";"cluster_3395"
"AFUA_6G09180";"cluster_3394"
"AFUA_2G03680";"cluster_3359"
"AFUA_6G11370";"cluster_3403"
"AFUA_4G08330";"cluster_3401"
"AFUA_1G17230";"cluster_3397"
"AFUA_1G13440";"cluster_3406"
"AFUA_3G08880";"cluster_3407"
"AFUA_3G05570";"cluster_3408"
"AFUA_3G00270";"cluster_3409"
"AFUA_2G05830";"cluster_2935"
"AFUA_2G16610";"cluster_3414"
"AFUA_3G11970";"cluster_3416"
"AFUA_6G03010";"cluster_3164"
"AFUA_3G13350";"cluster_3421"
"AFUA_6G01840";"cluster_3207"
"AFUA_2G01580";"cluster_3108"
"AFUA_4G10330";"cluster_3423"
"AFUA_8G00650";"cluster_3432"
"AFUA_4G09540";"cluster_3432"
"AFUA_2G03390";"cluster_3427"
"AFUA_2G02140";"cluster_3263"
"AFUA_2G17050";"cluster_3391"
"AFUA_2G14200";"cluster_2806"
"AFUA_2G16160";"cluster_3438"
"AFUA_4G04590";"cluster_3440"
"AFUA_5G07320";"cluster_3435"
"AFUA_1G13390";"cluster_3445"
"AFUA_6G03200";"cluster_3444"
"AFUA_2G01600";"cluster_2669"
"AFUA_4G09860";"cluster_3429"
"AFUA_2G16740";"cluster_3260"
"AFUA_3G12760";"cluster_3459"
"AFUA_7G04330";"cluster_3436"
"AFUA_1G05840";"cluster_3314"
"AFUA_6G13150";"cluster_2625"
"AFUA_3G06910";"cluster_3462"
"AFUA_5G08780";"cluster_3431"
"AFUA_6G02720";"cluster_3463"
"AFUA_1G02830";"cluster_3465"
"AFUA_4G06760";"cluster_3468"
"AFUA_6G03240";"cluster_3469"
"AFUA_8G04460";"cluster_3184"
"AFUA_5G08170";"cluster_3471"
"AFUA_5G08160";"cluster_3471"
"AFUA_5G07360";"cluster_3474"
"AFUA_5G13050";"cluster_2620"
"AFUA_5G09000";"cluster_3477"
"AFUA_7G04130";"cluster_3286"
"AFUA_5G02970";"cluster_3458"
"AFUA_3G13900";"cluster_3488"
"AFUA_5G02440";"cluster_3424"
"AFUA_3G02330";"cluster_3451"
"AFUA_5G08110";"cluster_3499"
"AFUA_8G05010";"cluster_3501"
"AFUA_6G08080";"cluster_3443"
"AFUA_8G01390";"cluster_3443"
"AFUA_1G05360";"cluster_3504"
"AFUA_7G01670";"cluster_3508"
"AFUA_1G04870";"cluster_3372"
"AFUA_4G11140";"cluster_3522"
"AFUA_7G05530";"cluster_3413"
"AFUA_8G04660";"cluster_3526"
"AFUA_2G00640";"cluster_2863"
"AFUA_2G04830";"cluster_3531"
"AFUA_5G02930";"cluster_3535"
"AFUA_1G16780";"cluster_3538"
"AFUA_4G08190";"cluster_3503"
"AFUA_3G11440";"cluster_3524"
"AFUA_6G08800";"cluster_3075"
"AFUA_6G08810";"cluster_3075"
"AFUA_1G10200";"cluster_3550"
"AFUA_3G05970";"cluster_3480"
"AFUA_4G11080";"cluster_3552"
"AFUA_6G00300";"cluster_3514"
"AFUA_1G11890";"cluster_3514"
"AFUA_5G12850";"cluster_3447"
"AFUA_5G12840";"cluster_3447"
"AFUA_1G14750";"cluster_3567"
"AFUA_1G16440";"cluster_3130"
"AFUA_6G10340";"cluster_3333"
"AFUA_3G11870";"cluster_3520"
"AFUA_1G07440";"cluster_3592"
"AFUA_1G06780";"cluster_3598"
"AFUA_2G14010";"cluster_3597"
"AFUA_3G10080";"cluster_3594"
"AFUA_2G04970";"cluster_3577"
"AFUA_3G06740";"cluster_3596"
"AFUA_3G10880";"cluster_3532"
"AFUA_1G09240";"cluster_3606"
"AFUA_3G01480";"cluster_3615"
"AFUA_1G13880";"cluster_3146"
"AFUA_6G08690";"cluster_3609"
"AFUA_5G07310";"cluster_3613"
"AFUA_7G01830";"cluster_3619"
"AFUA_1G04590";"cluster_3571"
"AFUA_4G08720";"cluster_3627"
"AFUA_3G14680";"cluster_3627"
"AFUA_5G01340";"cluster_3627"
"AFUA_4G06280";"cluster_3629"
"AFUA_3G13580";"cluster_3171"
"AFUA_1G11490";"cluster_3624"
"AFUA_4G03585";"cluster_3638"
"AFUA_2G11350";"cluster_3646"
"AFUA_4G10950";"cluster_3646"
"AFUA_2G05980";"cluster_3645"
"AFUA_7G02070";"cluster_3649"
"AFUA_1G04062";"cluster_3655"
"AFUA_3G11260";"cluster_3655"
"AFUA_1G04040";"cluster_3655"
"AFUA_2G09960";"cluster_3470"
"AFUA_8G06010";"cluster_3665"
"AFUA_2G00710";"cluster_3664"
"AFUA_4G10130";"cluster_3664"
"AFUA_2G13750";"cluster_3312"
"AFUA_2G10690";"cluster_3658"
"AFUA_2G04750";"cluster_3602"
"AFUA_6G08130";"cluster_3636"
"AFUA_2G08280";"cluster_3673"
"AFUA_5G07960";"cluster_891"
"AFUA_5G06510";"cluster_3565"
"AFUA_3G14150";"cluster_3682"
"AFUA_5G01630";"cluster_3685"
"AFUA_4G06050";"cluster_3685"
"AFUA_7G03910";"cluster_3690"
"AFUA_1G14310";"cluster_3686"
"AFUA_4G07500";"cluster_3696"
"AFUA_4G07520";"cluster_3698"
"AFUA_1G09010";"cluster_3687"
"AFUA_5G13620";"cluster_3527"
"AFUA_4G09970";"cluster_3704"
"AFUA_1G01660";"cluster_3562"
"AFUA_3G09670";"cluster_3705"
"AFUA_4G10390";"cluster_3659"
"AFUA_2G15170";"cluster_3356"
"AFUA_5G07740";"cluster_3404"
"AFUA_2G14580";"cluster_3584"
"AFUA_3G09820";"cluster_3525"
"AFUA_3G11790";"cluster_3578"
"AFUA_3G03700";"cluster_3578"
"AFUA_4G10200";"cluster_3570"
"AFUA_6G02440";"cluster_3730"
"AFUA_5G01470";"cluster_3306"
"AFUA_7G08470";"cluster_3306"
"AFUA_2G13615";"cluster_3590"
"AFUA_3G05960";"cluster_3738"
"AFUA_5G13020";"cluster_3736"
"AFUA_4G13490";"cluster_3740"
"AFUA_6G11180";"cluster_3742"
"AFUA_7G04840";"cluster_3227"
"AFUA_2G11360";"cluster_3750"
"AFUA_6G14320";"cluster_3751"
"AFUA_7G01650";"cluster_3752"
"AFUA_1G12570";"cluster_3748"
"AFUA_5G13230";"cluster_3747"
"AFUA_3G12780";"cluster_3620"
"AFUA_1G14730";"cluster_3759"
"AFUA_1G07510";"cluster_3762"
"AFUA_1G13850";"cluster_3450"
"AFUA_2G05010";"cluster_3761"
"AFUA_3G12130";"cluster_3763"
"AFUA_7G01960";"cluster_3766"
"AFUA_2G12060";"cluster_3770"
"AFUA_2G11870";"cluster_3737"
"AFUA_3G12020";"cluster_3769"
"AFUA_5G13140";"cluster_3771"
"AFUA_8G01190";"cluster_3240"
"AFUA_6G02840";"cluster_3500"
"AFUA_6G10650";"cluster_3074"
"AFUA_2G14810";"cluster_3783"
"AFUA_3G12310";"cluster_3784"
"AFUA_1G06490";"cluster_3782"
"AFUA_3G07810";"cluster_3786"
"AFUA_2G11510";"cluster_2943"
"AFUA_6G12600";"cluster_3270"
"AFUA_1G03140";"cluster_3801"
"AFUA_2G14520";"cluster_3802"
"AFUA_1G15620";"cluster_3797"
"AFUA_5G07240";"cluster_3809"
"AFUA_4G04730";"cluster_3811"
"AFUA_1G06410";"cluster_3817"
"AFUA_4G10120";"cluster_3348"
"AFUA_4G10680";"cluster_3819"
"AFUA_4G07100";"cluster_3818"
"AFUA_1G11160";"cluster_3721"
"AFUA_1G03370";"cluster_3370"
"AFUA_1G05010";"cluster_3392"
"AFUA_6G13750";"cluster_3758"
"AFUA_2G16300";"cluster_3810"
"AFUA_1G07640";"cluster_3832"
"AFUA_6G07780";"cluster_3652"
"AFUA_7G04310";"cluster_3601"
"AFUA_2G11960";"cluster_3831"
"AFUA_3G14030";"cluster_3822"
"AFUA_5G14360";"cluster_3842"
"AFUA_4G10180";"cluster_3841"
"AFUA_2G07480";"cluster_3843"
"AFUA_5G07330";"cluster_3849"
"AFUA_5G02060";"cluster_3850"
"AFUA_2G01920";"cluster_3691"
"AFUA_5G07265";"cluster_3852"
"AFUA_2G13160";"cluster_3449"
"AFUA_3G13280";"cluster_3853"
"AFUA_6G03770";"cluster_3854"
"AFUA_3G10670";"cluster_3857"
"AFUA_3G07530";"cluster_3557"
"AFUA_6G02000";"cluster_3858"
"AFUA_5G04200";"cluster_3820"
"AFUA_1G14280";"cluster_3724"
"AFUA_4G11700";"cluster_3860"
"AFUA_5G06270";"cluster_3869"
"AFUA_2G05040";"cluster_3870"
"AFUA_7G05670";"cluster_3867"
"AFUA_6G14250";"cluster_3874"
"AFUA_6G06970";"cluster_3708"
"AFUA_7G02200";"cluster_3891"
"AFUA_7G02210";"cluster_3891"
"AFUA_3G01350";"cluster_3379"
"AFUA_2G09190";"cluster_3888"
"AFUA_3G13100";"cluster_3879"
"AFUA_5G08450";"cluster_2052"
"AFUA_1G07590";"cluster_3899"
"AFUA_8G00920";"cluster_3897"
"AFUA_2G01650";"cluster_3905"
"AFUA_2G01630";"cluster_3905"
"AFUA_2G10470";"cluster_3892"
"AFUA_6G03850";"cluster_3882"
"AFUA_2G07420";"cluster_3268"
"AFUA_1G11930";"cluster_3908"
"AFUA_6G03630";"cluster_3912"
"AFUA_1G13660";"cluster_3785"
"AFUA_4G07690";"cluster_3913"
"AFUA_1G15950";"cluster_3787"
"AFUA_7G04160";"cluster_3569"
"AFUA_2G14160";"cluster_3921"
"AFUA_3G06470";"cluster_3924"
"AFUA_2G00200";"cluster_3928"
"AFUA_5G06470";"cluster_3907"
"AFUA_5G02550";"cluster_3939"
"AFUA_5G02890";"cluster_3883"
"AFUA_1G06540";"cluster_3318"
"AFUA_2G15020";"cluster_3710"
"AFUA_6G10250";"cluster_3930"
"AFUA_3G02290";"cluster_3936"
"AFUA_5G12940";"cluster_3936"
"AFUA_1G16930";"cluster_3958"
"AFUA_8G06870";"cluster_3543"
"AFUA_1G06680";"cluster_3476"
"AFUA_2G09630";"cluster_3966"
"AFUA_8G02550";"cluster_3872"
"AFUA_1G12240";"cluster_3872"
"AFUA_1G17020";"cluster_3803"
"AFUA_4G00950";"cluster_3977"
"AFUA_4G10470";"cluster_3978"
"AFUA_2G14600";"cluster_3964"
"AFUA_2G00690";"cluster_3949"
"AFUA_5G11520";"cluster_2325"
"AFUA_3G02240";"cluster_1143"
"AFUA_5G09080";"cluster_3825"
"AFUA_4G04000";"cluster_3835"
"AFUA_6G08710";"cluster_3586"
"AFUA_2G00140";"cluster_3617"
"AFUA_6G10510";"cluster_3948"
"AFUA_2G08460";"cluster_4005"
"AFUA_1G14380";"cluster_4003"
"AFUA_1G01600";"cluster_4001"
"AFUA_1G11950";"cluster_4014"
"AFUA_5G00820";"cluster_3960"
"AFUA_6G14570";"cluster_3960"
"AFUA_6G04110";"cluster_3982"
"AFUA_3G06180";"cluster_3893"
"AFUA_2G07620";"cluster_4013"
"AFUA_6G02680";"cluster_4017"
"AFUA_3G13490";"cluster_3623"
"AFUA_2G16010";"cluster_4022"
"AFUA_1G15700";"cluster_4026"
"AFUA_2G10620";"cluster_3509"
"AFUA_5G09980";"cluster_3903"
"AFUA_2G15160";"cluster_3795"
"AFUA_3G04160";"cluster_4041"
"AFUA_8G05460";"cluster_3276"
"AFUA_5G14610";"cluster_1086"
"AFUA_3G06870";"cluster_3720"
"AFUA_2G15520";"cluster_4044"
"AFUA_4G04260";"cluster_4046"
"AFUA_4G04270";"cluster_4046"
"AFUA_2G16150";"cluster_3980"
"AFUA_4G11890";"cluster_3929"
"AFUA_6G02570";"cluster_3863"
"AFUA_1G15800";"cluster_2034"
"AFUA_4G13580";"cluster_4064"
"AFUA_3G03980";"cluster_4065"
"AFUA_5G10050";"cluster_4065"
"AFUA_2G03490";"cluster_3935"
"AFUA_8G05530";"cluster_3946"
"AFUA_2G09410";"cluster_2792"
"AFUA_2G08480";"cluster_4075"
"AFUA_2G13980";"cluster_3875"
"AFUA_5G14420";"cluster_4083"
"AFUA_2G14270";"cluster_3256"
"AFUA_2G06220";"cluster_4066"
"AFUA_1G10750";"cluster_4058"
"AFUA_1G13870";"cluster_1739"
"AFUA_1G13860";"cluster_1739"
"AFUA_1G06710";"cluster_4086"
"AFUA_6G03900";"cluster_1136"
"AFUA_3G02360";"cluster_4085"
"AFUA_3G02380";"cluster_4085"
"AFUA_1G08940";"cluster_2440"
"AFUA_1G08950";"cluster_2440"
"AFUA_6G11420";"cluster_1970"
"AFUA_6G11440";"cluster_1970"
"AFUA_5G06110";"cluster_3558"
"AFUA_3G13160";"cluster_4095"
"AFUA_7G04010";"cluster_3992"
"AFUA_6G12230";"cluster_3992"
"AFUA_4G08910";"cluster_4108"
"AFUA_4G00830";"cluster_4106"
"AFUA_5G13220";"cluster_3873"
"AFUA_1G01750";"cluster_4115"
"AFUA_4G06300";"cluster_4117"
"AFUA_4G06310";"cluster_4117"
"AFUA_4G11660";"cluster_3902"
"AFUA_4G11690";"cluster_3969"
"AFUA_7G01860";"cluster_4126"
"AFUA_5G12302";"cluster_4120"
"AFUA_3G12250";"cluster_4133"
