"Aniger";"cluster"
"1179888";"cluster_318"
"1098341";"cluster_318"
"1070751";"cluster_318"
"1069849";"cluster_318"
"1067891";"cluster_318"
"1040443";"cluster_318"
"1140436";"cluster_318"
"1219173";"cluster_320"
"1137454";"cluster_320"
"1109229";"cluster_320"
"1153392";"cluster_320"
"1219171";"cluster_320"
"1092262";"cluster_320"
"1064927";"cluster_320"
"1159410";"cluster_320"
"1124860";"cluster_320"
"1176830";"cluster_320"
"1186450";"cluster_320"
"1109228";"cluster_320"
"214585";"cluster_320"
"1061752";"cluster_320"
"1124859";"cluster_320"
"1219169";"cluster_320"
"1092328";"cluster_320"
"1092524";"cluster_320"
"1124858";"cluster_320"
"1219167";"cluster_320"
"1109227";"cluster_320"
"1059257";"cluster_320"
"1166593";"cluster_320"
"1128796";"cluster_321"
"1226262";"cluster_321"
"1113149";"cluster_321"
"1097292";"cluster_321"
"1073708";"cluster_321"
"1128795";"cluster_321"
"1179435";"cluster_321"
"1226266";"cluster_321"
"1139995";"cluster_321"
"1168477";"cluster_321"
"1188432";"cluster_321"
"1160719";"cluster_321"
"1226273";"cluster_321"
"1071214";"cluster_321"
"1097692";"cluster_321"
"187731";"cluster_321"
"1226276";"cluster_321"
"1155140";"cluster_321"
"1226270";"cluster_321"
"1113150";"cluster_321"
"1154554";"cluster_301"
"1224145";"cluster_301"
"1224146";"cluster_301"
"1096716";"cluster_301"
"38983";"cluster_301"
"1127702";"cluster_301"
"1061149";"cluster_301"
"1112055";"cluster_301"
"1224140";"cluster_301"
"1187864";"cluster_301"
"1139207";"cluster_301"
"1178627";"cluster_301"
"1224143";"cluster_301"
"1167941";"cluster_301"
"1224147";"cluster_301"
"1154008";"cluster_317"
"1187151";"cluster_317"
"1063106";"cluster_317"
"1063677";"cluster_317"
"1138317";"cluster_317"
"1126336";"cluster_317"
"1126335";"cluster_317"
"1126334";"cluster_317"
"1221765";"cluster_317"
"1110691";"cluster_317"
"1110692";"cluster_317"
"1093965";"cluster_317"
"1094475";"cluster_317"
"1159896";"cluster_317"
"213187";"cluster_317"
"1177708";"cluster_317"
"1167269";"cluster_317"
"1093795";"cluster_317"
"1066128";"cluster_317"
"1110690";"cluster_317"
"1221768";"cluster_317"
"1146712";"cluster_317"
"1219141";"cluster_324"
"1059876";"cluster_324"
"1219145";"cluster_324"
"1092214";"cluster_324"
"1124839";"cluster_324"
"1186439";"cluster_324"
"1176819";"cluster_324"
"1166586";"cluster_324"
"1109206";"cluster_324"
"1092388";"cluster_324"
"1219149";"cluster_324"
"1059877";"cluster_324"
"1124840";"cluster_324"
"1153386";"cluster_324"
"1124841";"cluster_324"
"1109207";"cluster_324"
"45614";"cluster_324"
"1109208";"cluster_324"
"1159404";"cluster_324"
"1092482";"cluster_324"
"1063055";"cluster_324"
"1028269";"cluster_324"
"1146082";"cluster_324"
"1137445";"cluster_324"
"1163134";"cluster_325"
"1132860";"cluster_325"
"1172109";"cluster_325"
"1182830";"cluster_325"
"1118258";"cluster_325"
"1076823";"cluster_325"
"1083740";"cluster_325"
"1102650";"cluster_325"
"1207088";"cluster_325"
"1150353";"cluster_325"
"170720";"cluster_325"
"1207087";"cluster_325"
"1157121";"cluster_325"
"1207089";"cluster_325"
"1084188";"cluster_325"
"1102651";"cluster_325"
"1118259";"cluster_325"
"1071698";"cluster_325"
"1082673";"cluster_325"
"1082604";"cluster_325"
"205426";"cluster_325"
"1009635";"cluster_325"
"1102652";"cluster_325"
"1102654";"cluster_325"
"1102653";"cluster_325"
"1118261";"cluster_325"
"1118260";"cluster_325"
"1118262";"cluster_325"
"1082539";"cluster_325"
"1076970";"cluster_325"
"1071349";"cluster_325"
"1069430";"cluster_325"
"1207085";"cluster_325"
"1167554";"cluster_327"
"1138662";"cluster_327"
"1111277";"cluster_327"
"1111276";"cluster_327"
"1222758";"cluster_327"
"1126925";"cluster_327"
"1094069";"cluster_327"
"1094054";"cluster_327"
"1126926";"cluster_327"
"1187456";"cluster_327"
"1178068";"cluster_327"
"1061170";"cluster_327"
"1126924";"cluster_327"
"1160077";"cluster_327"
"1154215";"cluster_327"
"1111278";"cluster_327"
"1222762";"cluster_327"
"1093805";"cluster_327"
"214246";"cluster_327"
"1065498";"cluster_327"
"1146972";"cluster_327"
"1067382";"cluster_327"
"1206188";"cluster_328"
"1084236";"cluster_328"
"1063723";"cluster_328"
"1132537";"cluster_328"
"1206190";"cluster_328"
"1171769";"cluster_328"
"1206191";"cluster_328"
"1206189";"cluster_328"
"1083252";"cluster_328"
"1066993";"cluster_328"
"1150125";"cluster_328"
"1101725";"cluster_329"
"1064363";"cluster_329"
"1182255";"cluster_329"
"1132199";"cluster_329"
"1083688";"cluster_329"
"1117336";"cluster_329"
"1117337";"cluster_329"
"1156801";"cluster_329"
"1162589";"cluster_329"
"1205261";"cluster_329"
"1149968";"cluster_329"
"1082593";"cluster_329"
"1171419";"cluster_329"
"1068703";"cluster_329"
"1205260";"cluster_329"
"1084242";"cluster_329"
"172247";"cluster_329"
"1101723";"cluster_329"
"1117335";"cluster_329"
"1067373";"cluster_329"
"1101724";"cluster_329"
"1112650";"cluster_331"
"1128295";"cluster_331"
"1225270";"cluster_331"
"1128296";"cluster_331"
"1139644";"cluster_331"
"1128297";"cluster_331"
"1188136";"cluster_331"
"179788";"cluster_331"
"1095504";"cluster_331"
"1095406";"cluster_331"
"1069951";"cluster_331"
"1096399";"cluster_331"
"1179071";"cluster_331"
"1112649";"cluster_331"
"1074878";"cluster_331"
"1112651";"cluster_331"
"1077467";"cluster_331"
"1225271";"cluster_331"
"1160524";"cluster_331"
"1154896";"cluster_331"
"1225272";"cluster_331"
"1186567";"cluster_332"
"1159478";"cluster_332"
"1137585";"cluster_332"
"1092433";"cluster_332"
"1109444";"cluster_332"
"1176961";"cluster_332"
"1065519";"cluster_332"
"1166709";"cluster_332"
"1125079";"cluster_332"
"1219568";"cluster_332"
"1065520";"cluster_332"
"1109443";"cluster_332"
"1153470";"cluster_332"
"1125078";"cluster_332"
"193872";"cluster_332"
"1068679";"cluster_332"
"1109445";"cluster_332"
"1125080";"cluster_332"
"1092323";"cluster_332"
"1092498";"cluster_332"
"1206154";"cluster_333"
"1150120";"cluster_333"
"1083658";"cluster_333"
"1171760";"cluster_333"
"1206158";"cluster_333"
"1132529";"cluster_333"
"1102109";"cluster_333"
"1117718";"cluster_333"
"1083175";"cluster_333"
"51834";"cluster_333"
"1068054";"cluster_333"
"1206162";"cluster_333"
"1156936";"cluster_333"
"1117719";"cluster_333"
"1102110";"cluster_333"
"1182548";"cluster_333"
"1162864";"cluster_333"
"1206165";"cluster_333"
"1142807";"cluster_333"
"1065516";"cluster_333"
"1218250";"cluster_334"
"1166308";"cluster_334"
"1166292";"cluster_334"
"1137059";"cluster_334"
"1218147";"cluster_334"
"1186144";"cluster_334"
"1176466";"cluster_334"
"1176427";"cluster_334"
"1186125";"cluster_334"
"1218139";"cluster_334"
"1218254";"cluster_334"
"1091796";"cluster_334"
"1124287";"cluster_334"
"1124286";"cluster_334"
"1091960";"cluster_334"
"1091404";"cluster_334"
"1092013";"cluster_334"
"1124333";"cluster_334"
"1124334";"cluster_334"
"1218262";"cluster_334"
"1218143";"cluster_334"
"1218135";"cluster_334"
"1092130";"cluster_334"
"1091588";"cluster_334"
"1124335";"cluster_334"
"1124288";"cluster_334"
"1159214";"cluster_334"
"1153137";"cluster_334"
"1218258";"cluster_334"
"1153171";"cluster_334"
"1159229";"cluster_334"
"1062381";"cluster_334"
"1078665";"cluster_334"
"184074";"cluster_334"
"1069471";"cluster_334"
"1076964";"cluster_334"
"1073672";"cluster_334"
"1065513";"cluster_334"
"1108692";"cluster_334"
"1108647";"cluster_334"
"1137099";"cluster_334"
"1188246";"cluster_335"
"1139760";"cluster_335"
"1112861";"cluster_335"
"1112862";"cluster_335"
"1072423";"cluster_335"
"1179190";"cluster_335"
"1069930";"cluster_335"
"1225606";"cluster_335"
"1128509";"cluster_335"
"1128510";"cluster_335"
"1160594";"cluster_335"
"1096204";"cluster_335"
"1168301";"cluster_335"
"1154971";"cluster_335"
"1112860";"cluster_335"
"53096";"cluster_335"
"1078021";"cluster_335"
"1128508";"cluster_335"
"1225604";"cluster_335"
"1096532";"cluster_335"
"1147593";"cluster_335"
"1096919";"cluster_335"
"1213784";"cluster_316"
"1071796";"cluster_316"
"1089519";"cluster_316"
"1135503";"cluster_316"
"1152005";"cluster_316"
"1213782";"cluster_316"
"1089583";"cluster_316"
"1174817";"cluster_316"
"1073067";"cluster_316"
"1213780";"cluster_316"
"1089737";"cluster_316"
"175538";"cluster_316"
"1074859";"cluster_316"
"1165061";"cluster_316"
"1105952";"cluster_316"
"1158321";"cluster_316"
"1121589";"cluster_316"
"1121588";"cluster_316"
"1105951";"cluster_316"
"1184837";"cluster_316"
"1105953";"cluster_316"
"1019836";"cluster_316"
"1121590";"cluster_316"
"1144682";"cluster_316"
"1144683";"cluster_316"
"1117580";"cluster_326"
"1101970";"cluster_326"
"1082506";"cluster_326"
"1182445";"cluster_326"
"1117579";"cluster_326"
"1083533";"cluster_326"
"1171632";"cluster_326"
"1205899";"cluster_326"
"1150065";"cluster_326"
"1156889";"cluster_326"
"1101971";"cluster_326"
"1063090";"cluster_326"
"1059929";"cluster_326"
"1162768";"cluster_326"
"1205898";"cluster_326"
"1132405";"cluster_326"
"1205897";"cluster_326"
"1064915";"cluster_326"
"1082472";"cluster_326"
"1101969";"cluster_326"
"1117578";"cluster_326"
"1064928";"cluster_337"
"1095217";"cluster_337"
"1112110";"cluster_337"
"1127757";"cluster_337"
"1224239";"cluster_337"
"1187885";"cluster_337"
"1178682";"cluster_337"
"1160336";"cluster_337"
"1112109";"cluster_337"
"1067379";"cluster_337"
"1127756";"cluster_337"
"1167961";"cluster_337"
"1154596";"cluster_337"
"1096544";"cluster_337"
"1224245";"cluster_337"
"1139261";"cluster_337"
"1224241";"cluster_337"
"1224243";"cluster_337"
"1095731";"cluster_337"
"1062372";"cluster_337"
"1112108";"cluster_337"
"1127755";"cluster_337"
"178699";"cluster_337"
"1155215";"cluster_330"
"1113360";"cluster_330"
"1073089";"cluster_330"
"1097095";"cluster_330"
"1129007";"cluster_330"
"1226678";"cluster_330"
"1074497";"cluster_330"
"1129006";"cluster_330"
"1168597";"cluster_330"
"1097017";"cluster_330"
"1179576";"cluster_330"
"1226676";"cluster_330"
"1188561";"cluster_330"
"1140131";"cluster_330"
"1113359";"cluster_330"
"1097262";"cluster_330"
"120259";"cluster_330"
"1077590";"cluster_330"
"1113361";"cluster_330"
"1129008";"cluster_330"
"1188562";"cluster_330"
"1140132";"cluster_330"
"1179577";"cluster_330"
"1168598";"cluster_330"
"1226680";"cluster_330"
"49900";"cluster_330"
"1039031";"cluster_330"
"1160787";"cluster_330"
"1113276";"cluster_339"
"1073686";"cluster_339"
"1097207";"cluster_339"
"187339";"cluster_339"
"1097226";"cluster_339"
"1070691";"cluster_339"
"1097512";"cluster_339"
"1128920";"cluster_339"
"1113275";"cluster_339"
"1168546";"cluster_339"
"1113274";"cluster_339"
"1160759";"cluster_339"
"1140074";"cluster_339"
"1070158";"cluster_339"
"1155185";"cluster_339"
"1179518";"cluster_339"
"1128921";"cluster_339"
"1226504";"cluster_339"
"1188507";"cluster_339"
"1179519";"cluster_339"
"1038705";"cluster_339"
"1147815";"cluster_339"
"1168547";"cluster_339"
"1128924";"cluster_339"
"1113278";"cluster_339"
"1188508";"cluster_339"
"1160760";"cluster_339"
"1128923";"cluster_339"
"1113277";"cluster_339"
"1075282";"cluster_339"
"1097575";"cluster_339"
"1155186";"cluster_339"
"1140075";"cluster_339"
"1078306";"cluster_339"
"1097223";"cluster_339"
"1128922";"cluster_339"
"1140487";"cluster_340"
"1168914";"cluster_340"
"47658";"cluster_340"
"1097781";"cluster_340"
"1113815";"cluster_340"
"1098142";"cluster_340"
"1073666";"cluster_340"
"1155378";"cluster_340"
"1113816";"cluster_340"
"1076800";"cluster_340"
"1129460";"cluster_340"
"1179945";"cluster_340"
"1098665";"cluster_340"
"1188899";"cluster_340"
"1129461";"cluster_340"
"1113814";"cluster_340"
"1129462";"cluster_340"
"1160940";"cluster_340"
"1227508";"cluster_340"
"1076795";"cluster_340"
"1179946";"cluster_340"
"1160941";"cluster_340"
"1227516";"cluster_340"
"1155379";"cluster_340"
"1188900";"cluster_340"
"1098318";"cluster_340"
"1098849";"cluster_340"
"1098977";"cluster_340"
"1075681";"cluster_340"
"1069092";"cluster_340"
"1070046";"cluster_340"
"1129465";"cluster_340"
"1129464";"cluster_340"
"1129463";"cluster_340"
"1113818";"cluster_340"
"1113817";"cluster_340"
"1113819";"cluster_340"
"1227512";"cluster_340"
"1153236";"cluster_342"
"1076967";"cluster_342"
"1092080";"cluster_342"
"1124478";"cluster_342"
"183201";"cluster_342"
"1108837";"cluster_342"
"1218528";"cluster_342"
"1176581";"cluster_342"
"1137213";"cluster_342"
"1124479";"cluster_342"
"1166395";"cluster_342"
"1092182";"cluster_342"
"1186238";"cluster_342"
"1108836";"cluster_342"
"1071129";"cluster_342"
"1091436";"cluster_342"
"1070356";"cluster_342"
"1124481";"cluster_342"
"1108839";"cluster_342"
"1218538";"cluster_342"
"1137214";"cluster_342"
"1091474";"cluster_342"
"1218535";"cluster_342"
"1108838";"cluster_342"
"1070006";"cluster_342"
"1166396";"cluster_342"
"1186239";"cluster_342"
"1176582";"cluster_342"
"1124480";"cluster_342"
"1218537";"cluster_342"
"1145928";"cluster_342"
"1145927";"cluster_342"
"1159282";"cluster_342"
"1081234";"cluster_343"
"1059283";"cluster_343"
"1131424";"cluster_343"
"1059908";"cluster_343"
"41938";"cluster_343"
"1081263";"cluster_343"
"1170600";"cluster_343"
"1081391";"cluster_343"
"1064914";"cluster_343"
"1149465";"cluster_343"
"1183819";"cluster_344"
"1210459";"cluster_344"
"1164091";"cluster_344"
"1134247";"cluster_344"
"1086320";"cluster_344"
"1069926";"cluster_344"
"1104526";"cluster_344"
"1210455";"cluster_344"
"1120158";"cluster_344"
"1157764";"cluster_344"
"48715";"cluster_344"
"1210461";"cluster_344"
"1151270";"cluster_344"
"1210458";"cluster_344"
"1086522";"cluster_344"
"1072414";"cluster_344"
"1104527";"cluster_344"
"1120160";"cluster_344"
"1120159";"cluster_344"
"1210457";"cluster_344"
"1086761";"cluster_344"
"1066706";"cluster_344"
"1104528";"cluster_344"
"1014644";"cluster_344"
"1173510";"cluster_344"
"1213754";"cluster_322"
"1152002";"cluster_322"
"1078047";"cluster_322"
"1121579";"cluster_322"
"1158318";"cluster_322"
"1121580";"cluster_322"
"1089544";"cluster_322"
"1105943";"cluster_322"
"1088284";"cluster_322"
"1105942";"cluster_322"
"175410";"cluster_322"
"1069942";"cluster_322"
"1165056";"cluster_322"
"1135498";"cluster_322"
"1213757";"cluster_322"
"1121581";"cluster_322"
"1184833";"cluster_322"
"1105944";"cluster_322"
"1088508";"cluster_322"
"1070554";"cluster_322"
"1174813";"cluster_322"
"1134299";"cluster_346"
"1183868";"cluster_346"
"1076818";"cluster_346"
"1104597";"cluster_346"
"1164139";"cluster_346"
"1087150";"cluster_346"
"1086659";"cluster_346"
"1151294";"cluster_346"
"1086936";"cluster_346"
"1157785";"cluster_346"
"1120228";"cluster_346"
"1073031";"cluster_346"
"1120229";"cluster_346"
"1076809";"cluster_346"
"1104595";"cluster_346"
"1173564";"cluster_346"
"1104596";"cluster_346"
"1120227";"cluster_346"
"182683";"cluster_346"
"1210619";"cluster_346"
"1076225";"cluster_347"
"1210985";"cluster_347"
"1087062";"cluster_347"
"1120366";"cluster_347"
"1151399";"cluster_347"
"1157853";"cluster_347"
"1210989";"cluster_347"
"1164229";"cluster_347"
"48810";"cluster_347"
"1120367";"cluster_347"
"1120368";"cluster_347"
"1173729";"cluster_347"
"1076819";"cluster_347"
"1086388";"cluster_347"
"1073680";"cluster_347"
"1086411";"cluster_347"
"1183967";"cluster_347"
"1210993";"cluster_347"
"1104735";"cluster_347"
"1104736";"cluster_347"
"1134455";"cluster_347"
"48809";"cluster_347"
"1183966";"cluster_347"
"1134454";"cluster_347"
"1164228";"cluster_347"
"1173728";"cluster_347"
"1210981";"cluster_347"
"1143924";"cluster_347"
"1143923";"cluster_347"
"1104734";"cluster_347"
"1129843";"cluster_348"
"1069466";"cluster_348"
"1098263";"cluster_348"
"1161083";"cluster_348"
"1155533";"cluster_348"
"1114191";"cluster_348"
"1129844";"cluster_348"
"1114192";"cluster_348"
"38103";"cluster_348"
"1129845";"cluster_348"
"1180364";"cluster_348"
"1228460";"cluster_348"
"1077482";"cluster_348"
"1189256";"cluster_348"
"1114193";"cluster_348"
"1097761";"cluster_348"
"1228457";"cluster_348"
"1072073";"cluster_348"
"1098019";"cluster_348"
"1140889";"cluster_348"
"1169247";"cluster_348"
"1228458";"cluster_348"
"1169246";"cluster_348"
"1140888";"cluster_348"
"1228453";"cluster_348"
"1189255";"cluster_348"
"1180363";"cluster_348"
"124460";"cluster_348"
"1148508";"cluster_348"
"1228455";"cluster_348"
"1103501";"cluster_354"
"1157407";"cluster_354"
"1077119";"cluster_354"
"1150778";"cluster_354"
"1119115";"cluster_354"
"211700";"cluster_354"
"1208468";"cluster_354"
"1133430";"cluster_354"
"1163512";"cluster_354"
"1172684";"cluster_354"
"1208470";"cluster_354"
"1183215";"cluster_354"
"1143339";"cluster_354"
"1183212";"cluster_354"
"1077216";"cluster_354"
"1119117";"cluster_354"
"1119116";"cluster_354"
"1085825";"cluster_354"
"1163511";"cluster_354"
"1085126";"cluster_354"
"1172681";"cluster_354"
"1075953";"cluster_354"
"1011542";"cluster_354"
"1103503";"cluster_354"
"1103502";"cluster_354"
"1133429";"cluster_354"
"1069317";"cluster_354"
"1124410";"cluster_354"
"1026995";"cluster_354"
"1124408";"cluster_354"
"1124409";"cluster_354"
"1137171";"cluster_354"
"56462";"cluster_354"
"1077420";"cluster_354"
"1145893";"cluster_354"
"1069519";"cluster_354"
"1108767";"cluster_354"
"1166359";"cluster_354"
"1176541";"cluster_354"
"1108765";"cluster_354"
"1108766";"cluster_354"
"1091253";"cluster_354"
"1159259";"cluster_354"
"1186201";"cluster_354"
"1091255";"cluster_354"
"1091723";"cluster_354"
"1153213";"cluster_354"
"1085889";"cluster_354"
"1208467";"cluster_354"
"1069196";"cluster_354"
"1085278";"cluster_354"
"1172682";"cluster_354"
"1183213";"cluster_354"
"1073723";"cluster_354"
"1119118";"cluster_354"
"1119119";"cluster_354"
"1103504";"cluster_354"
"1103505";"cluster_354"
"1145892";"cluster_354"
"1011546";"cluster_354"
"1143337";"cluster_354"
"1143340";"cluster_354"
"1085183";"cluster_354"
"1135389";"cluster_356"
"1105791";"cluster_356"
"1184768";"cluster_356"
"1121428";"cluster_356"
"1174702";"cluster_356"
"1088637";"cluster_356"
"1213473";"cluster_356"
"1074875";"cluster_356"
"1121429";"cluster_356"
"1213475";"cluster_356"
"1089251";"cluster_356"
"1213471";"cluster_356"
"1105790";"cluster_356"
"1088319";"cluster_356"
"1075462";"cluster_356"
"1121427";"cluster_356"
"1151908";"cluster_356"
"1158262";"cluster_356"
"1213469";"cluster_356"
"1076826";"cluster_356"
"1105792";"cluster_356"
"1164991";"cluster_356"
"1223109";"cluster_357"
"1178221";"cluster_357"
"45867";"cluster_357"
"1167660";"cluster_357"
"1187574";"cluster_357"
"1147076";"cluster_357"
"1138808";"cluster_357"
"1162130";"cluster_353"
"1131535";"cluster_353"
"1203562";"cluster_353"
"1100870";"cluster_353"
"1100868";"cluster_353"
"1181752";"cluster_353"
"1060404";"cluster_353"
"1116473";"cluster_353"
"1068722";"cluster_353"
"1082076";"cluster_353"
"1081833";"cluster_353"
"1116472";"cluster_353"
"1100869";"cluster_353"
"1156482";"cluster_353"
"1116474";"cluster_353"
"1170723";"cluster_353"
"1203564";"cluster_353"
"1082195";"cluster_353"
"1149547";"cluster_353"
"128907";"cluster_353"
"1065316";"cluster_353"
"1142108";"cluster_353"
"1170722";"cluster_353"
"1181751";"cluster_353"
"1116470";"cluster_353"
"1100865";"cluster_353"
"1116469";"cluster_353"
"1116471";"cluster_353"
"1100867";"cluster_353"
"1100866";"cluster_353"
"1081945";"cluster_353"
"1082122";"cluster_353"
"1081860";"cluster_353"
"1073916";"cluster_353"
"1142107";"cluster_353"
"1070930";"cluster_353"
"1074013";"cluster_353"
"1142106";"cluster_353"
"1203558";"cluster_353"
"1137815";"cluster_359"
"1125453";"cluster_359"
"1109816";"cluster_359"
"1220140";"cluster_359"
"1066472";"cluster_359"
"1159608";"cluster_359"
"1093105";"cluster_359"
"1153662";"cluster_359"
"1067170";"cluster_359"
"1093534";"cluster_359"
"1220143";"cluster_359"
"51355";"cluster_359"
"1177198";"cluster_359"
"1125454";"cluster_359"
"1125455";"cluster_359"
"1186727";"cluster_359"
"1064708";"cluster_359"
"1109818";"cluster_359"
"1109817";"cluster_359"
"1093497";"cluster_359"
"1159607";"cluster_359"
"1220136";"cluster_359"
"1060886";"cluster_359"
"1125452";"cluster_359"
"1153661";"cluster_359"
"1093348";"cluster_359"
"1109815";"cluster_359"
"1109814";"cluster_359"
"55113";"cluster_359"
"1125451";"cluster_359"
"1092678";"cluster_359"
"1064499";"cluster_359"
"1186726";"cluster_359"
"1093072";"cluster_359"
"1177197";"cluster_359"
"1125450";"cluster_359"
"1109813";"cluster_359"
"1064142";"cluster_359"
"1130609";"cluster_359"
"1169750";"cluster_359"
"1200829";"cluster_359"
"1148930";"cluster_359"
"43407";"cluster_359"
"1146334";"cluster_359"
"1166864";"cluster_359"
"1152766";"cluster_360"
"45003";"cluster_360"
"1061154";"cluster_360"
"1059270";"cluster_360"
"1136612";"cluster_360"
"1091048";"cluster_360"
"1175973";"cluster_360"
"1068668";"cluster_360"
"1091039";"cluster_360"
"1090407";"cluster_360"
"1089126";"cluster_361"
"1152251";"cluster_361"
"55574";"cluster_361"
"1158538";"cluster_361"
"1106625";"cluster_361"
"1066720";"cluster_361"
"1122262";"cluster_361"
"1165397";"cluster_361"
"1122264";"cluster_361"
"1214951";"cluster_361"
"1106626";"cluster_361"
"1066107";"cluster_361"
"1089303";"cluster_361"
"1122263";"cluster_361"
"1106627";"cluster_361"
"1088415";"cluster_361"
"1175228";"cluster_361"
"1135894";"cluster_361"
"1185192";"cluster_361"
"1061741";"cluster_361"
"1214949";"cluster_361"
"1087991";"cluster_363"
"1105333";"cluster_363"
"1120971";"cluster_363"
"1212361";"cluster_363"
"1105332";"cluster_363"
"1212365";"cluster_363"
"1087984";"cluster_363"
"53269";"cluster_363"
"1120970";"cluster_363"
"1069913";"cluster_363"
"1184394";"cluster_363"
"1174275";"cluster_363"
"1164635";"cluster_363"
"1134980";"cluster_363"
"1212357";"cluster_363"
"1120972";"cluster_363"
"1072424";"cluster_363"
"1212368";"cluster_363"
"1105334";"cluster_363"
"1087624";"cluster_363"
"1212371";"cluster_363"
"1158080";"cluster_363"
"1151707";"cluster_363"
"1071791";"cluster_363"
"1077998";"cluster_352"
"1085430";"cluster_352"
"1119259";"cluster_352"
"1133499";"cluster_352"
"1183274";"cluster_352"
"1150822";"cluster_352"
"211628";"cluster_352"
"1103642";"cluster_352"
"1119260";"cluster_352"
"1157448";"cluster_352"
"1103643";"cluster_352"
"1073002";"cluster_352"
"1085283";"cluster_352"
"1163568";"cluster_352"
"1208734";"cluster_352"
"1172755";"cluster_352"
"1103641";"cluster_352"
"1119258";"cluster_352"
"1208731";"cluster_352"
"1074260";"cluster_352"
"1085594";"cluster_352"
"1011909";"cluster_352"
"1143385";"cluster_352"
"1143386";"cluster_352"
"1143384";"cluster_352"
"1169721";"cluster_365"
"188917";"cluster_365"
"1060027";"cluster_365"
"1080496";"cluster_365"
"1148913";"cluster_365"
"1079750";"cluster_365"
"1063702";"cluster_365"
"1130580";"cluster_365"
"1130581";"cluster_365"
"1200763";"cluster_365"
"1161366";"cluster_365"
"1180933";"cluster_365"
"1073016";"cluster_366"
"1172350";"cluster_366"
"1150518";"cluster_366"
"1084524";"cluster_366"
"1084974";"cluster_366"
"1133095";"cluster_366"
"1084298";"cluster_366"
"190013";"cluster_366"
"1072406";"cluster_366"
"1071783";"cluster_366"
"1064936";"cluster_368"
"1110736";"cluster_368"
"1093854";"cluster_368"
"1154019";"cluster_368"
"1126380";"cluster_368"
"1126382";"cluster_368"
"1221831";"cluster_368"
"1126381";"cluster_368"
"1167287";"cluster_368"
"1177731";"cluster_368"
"1110738";"cluster_368"
"1110737";"cluster_368"
"1064521";"cluster_368"
"1094410";"cluster_368"
"1187173";"cluster_368"
"1138338";"cluster_368"
"1094164";"cluster_368"
"190389";"cluster_368"
"1065734";"cluster_368"
"1177732";"cluster_368"
"1059481";"cluster_368"
"1126383";"cluster_368"
"1093962";"cluster_368"
"1126384";"cluster_368"
"1093869";"cluster_368"
"1063972";"cluster_368"
"1110740";"cluster_368"
"1138339";"cluster_368"
"1159907";"cluster_368"
"1213612";"cluster_369"
"1135449";"cluster_369"
"1105856";"cluster_369"
"1213604";"cluster_369"
"1069596";"cluster_369"
"1089644";"cluster_369"
"1088410";"cluster_369"
"1121495";"cluster_369"
"1077049";"cluster_369"
"1105857";"cluster_369"
"1121494";"cluster_369"
"1158287";"cluster_369"
"1184797";"cluster_369"
"1174760";"cluster_369"
"1151958";"cluster_369"
"1213608";"cluster_369"
"1088303";"cluster_369"
"119171";"cluster_369"
"1073374";"cluster_369"
"1121496";"cluster_369"
"1105858";"cluster_369"
"1121498";"cluster_369"
"1174761";"cluster_369"
"1071680";"cluster_369"
"215032";"cluster_369"
"1105861";"cluster_369"
"1105860";"cluster_369"
"1089484";"cluster_369"
"1158288";"cluster_369"
"1213616";"cluster_369"
"1151959";"cluster_369"
"1070396";"cluster_369"
"1121499";"cluster_369"
"1088917";"cluster_369"
"1184798";"cluster_369"
"1088819";"cluster_369"
"1213618";"cluster_369"
"1105859";"cluster_369"
"1121497";"cluster_369"
"1075805";"cluster_369"
"1144653";"cluster_369"
"1165021";"cluster_369"
"1154688";"cluster_372"
"1187987";"cluster_372"
"1178819";"cluster_372"
"1127962";"cluster_372"
"1095157";"cluster_372"
"1064912";"cluster_372"
"1112314";"cluster_372"
"1224660";"cluster_372"
"1139392";"cluster_372"
"1095204";"cluster_372"
"1068445";"cluster_372"
"1224658";"cluster_372"
"1224675";"cluster_372"
"1139393";"cluster_372"
"1224679";"cluster_372"
"1096542";"cluster_372"
"1112315";"cluster_372"
"1127963";"cluster_372"
"1063598";"cluster_372"
"1168054";"cluster_372"
"1127961";"cluster_372"
"1112313";"cluster_372"
"1168055";"cluster_372"
"1036203";"cluster_372"
"143049";"cluster_372"
"1147391";"cluster_372"
"1160402";"cluster_372"
"1150650";"cluster_371"
"1207905";"cluster_371"
"128882";"cluster_371"
"1077504";"cluster_371"
"1163371";"cluster_371"
"1133268";"cluster_371"
"1207903";"cluster_371"
"1075783";"cluster_371"
"1207907";"cluster_371"
"1084446";"cluster_371"
"1207906";"cluster_371"
"1172516";"cluster_371"
"1084870";"cluster_371"
"1072391";"cluster_371"
"1170665";"cluster_371"
"41995";"cluster_371"
"1172519";"cluster_371"
"1062945";"cluster_371"
"1203368";"cluster_371"
"1081639";"cluster_371"
"1081754";"cluster_371"
"1084386";"cluster_371"
"1084417";"cluster_371"
"1149509";"cluster_371"
"1131482";"cluster_371"
"1077771";"cluster_371"
"1069723";"cluster_371"
"1069669";"cluster_371"
"1133270";"cluster_371"
"1203369";"cluster_371"
"1077939";"cluster_371"
"1183066";"cluster_371"
"1084318";"cluster_371"
"1118774";"cluster_371"
"1076729";"cluster_371"
"1207909";"cluster_371"
"1118773";"cluster_371"
"1084283";"cluster_371"
"1172517";"cluster_371"
"1103159";"cluster_371"
"1103158";"cluster_371"
